ltable_id,rtable_id,gold
2242,1790,0
1056,2445,1
2362,3060,1
2477,1981,0
1545,3105,0
906,3330,0
1830,1986,0
3239,193,1
2602,1123,0
1103,2602,1
1352,2211,0
3051,2805,1
301,2173,1
3405,2846,1
1682,3000,1
848,2525,1
730,1377,0
183,2990,1
749,952,1
893,3166,0
3068,72,1
213,3098,1
2751,1538,1
2856,2330,1
2455,2006,0
1294,3149,1
1876,774,1
1006,15,1
1507,2188,0
2085,1682,1
1472,2333,1
1343,2527,1
2391,1102,1
688,139,1
615,3504,1
497,533,0
3067,2156,1
3114,2217,0
2949,2007,0
2415,1388,1
1036,2172,1
2935,802,1
1562,2685,1
2635,1761,0
1954,3084,0
1574,2126,0
2876,2228,1
3042,2888,0
605,1901,1
3098,2664,1
2509,2739,0
572,761,1
1344,1581,0
1310,1243,0
1813,2106,0
3301,1728,1
472,2096,0
3293,349,0
3406,3184,0
2094,349,0
1266,2112,1
1945,455,0
1858,556,1
1988,2017,0
554,2728,1
3278,2678,1
1050,366,1
98,2218,0
1570,1549,0
326,2520,1
3427,129,0
610,2068,1
915,2819,1
791,77,1
1227,3426,0
2709,737,1
740,2132,1
6,3071,0
839,2739,1
361,1592,1
2657,2936,1
423,2534,1
1752,3056,1
150,2826,1
949,2696,1
190,3278,1
676,2798,1
1393,307,1
2291,3067,1
3427,128,0
1503,3404,0
1048,2372,0
1560,2878,1
1355,742,0
3334,3492,1
63,2522,1
508,2085,0
416,2873,1
2715,136,1
741,1877,1
3030,2095,1
1921,2848,1
2021,2451,1
3213,335,1
1736,2506,0
2121,2121,0
2546,1400,0
2953,677,1
1027,789,1
1857,2433,0
1186,2543,1
2201,2191,1
2318,3185,1
932,751,1
307,186,0
882,2526,0
2175,3363,1
3327,1811,0
572,760,0
2632,1852,0
50,3093,1
2422,987,1
2128,2767,0
1614,2049,0
1972,378,1
3096,380,1
2744,603,0
2927,2339,1
2482,3362,0
3092,863,0
3187,1384,1
2128,387,0
693,2244,1
3311,1796,0
3019,2997,0
670,2149,1
2176,2775,0
3060,1191,0
1841,3143,0
318,2889,1
2097,1667,0
1937,1243,0
2189,2066,1
3430,1161,0
1784,1392,1
334,204,1
3386,1135,1
2578,2680,1
604,3090,1
527,2039,0
1305,390,1
2504,144,1
2317,2462,1
502,1462,0
167,1018,0
64,2251,1
1372,2832,1
1146,2419,1
3452,3439,1
2008,3430,1
2577,1136,1
3434,1441,1
729,2439,1
1139,198,0
232,123,1
1377,3084,1
786,425,1
141,3244,1
2404,533,0
368,2834,0
1871,3074,1
3409,1391,1
1757,2905,0
2048,126,1
3144,2131,1
913,74,0
170,2539,0
565,2135,0
1660,895,1
1774,2688,0
2094,348,0
1507,2185,1
1217,3053,1
2326,2900,0
3004,2997,1
828,2084,0
2005,2120,0
3350,827,1
3264,3146,1
2174,831,1
2736,2086,0
1141,623,1
2016,2888,0
527,2043,0
2265,666,1
2643,903,0
31,890,1
3049,67,1
2397,2541,0
316,2574,1
1499,1129,0
2443,3095,1
2722,3198,1
88,1377,1
109,1443,0
2646,2407,1
2680,185,1
2519,2109,0
3493,3174,1
1669,807,1
1790,1776,0
1426,1929,0
2844,1414,1
1059,2134,1
395,2473,1
3243,2464,1
3180,3497,1
2757,1094,1
1202,210,1
1410,2505,0
996,885,0
2060,985,1
1630,3428,0
2546,2096,0
800,815,1
1350,3333,1
1880,2686,1
1259,3081,0
788,1242,1
618,143,1
429,3069,1
2644,3387,1
130,1604,0
2754,2722,1
3348,334,1
2545,2121,1
2637,2750,0
95,283,1
823,3326,1
1716,12,1
3162,2672,1
720,2384,1
3355,2092,0
3166,285,1
336,2588,1
2011,2152,1
2697,3504,0
1754,3042,1
1951,1659,1
2572,2394,1
2749,2415,1
2803,513,1
1497,2181,0
1114,1033,0
2530,1117,1
1902,3277,1
467,1195,1
2147,1161,0
1150,2656,1
2116,786,1
1920,3424,1
3247,533,0
2192,1381,1
484,829,1
3116,1581,0
2373,1809,0
2032,2009,0
1480,1828,1
658,2405,1
3400,2517,1
3351,824,0
865,420,1
1492,194,1
2938,2126,0
1265,2085,0
2251,2847,1
136,2482,1
2756,66,0
790,1192,1
3290,196,1
3147,826,0
1210,2216,1
1585,1624,1
3170,3193,0
2934,2450,0
901,828,1
1818,2412,1
2432,3198,0
2235,637,1
2509,2738,0
2295,958,0
2340,2825,1
390,977,1
2444,463,1
674,3049,0
1237,3370,1
2169,1555,1
448,750,1
